time,date,Machine,SampleID,Remove,A,Ci,VPDleaf,Tair,Tleaf,TBlk,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
16:31:20,20200128,Bernie,BNL17243,YES,9.25,310,1.55,29.07,31.59,28.04,400.28,387.59,27.33,31.34,77.3,500.6,1803,99.54
16:46:16,20200128,Bernie,BNL17243,YES,9.5,311,1.6,30.27,32.12,29.5,399.97,386.84,27.82,32.2,74.1,500.7,1800,99.51
16:47:38,20200128,Bernie,BNL17243,YES,9.25,314,1.56,30.14,31.96,29.52,399.95,387.14,27.88,32.19,74.6,500.6,1800,99.51
16:49:00,20200128,Bernie,BNL17243,NO,9.26,315,1.54,30.09,31.89,29.53,400.02,387.2,27.95,32.25,74.9,500.6,1799,99.51
16:57:51,20200128,Bernie,BNL17243,YES,9.08,320,1.52,30.47,31.95,30.15,400.03,387.35,28.07,32.59,74.1,500.7,1799,99.49
16:59:13,20200128,Bernie,BNL17243,YES,8.8,323,1.52,30.49,32,30.15,400.12,387.74,28.13,32.71,74.2,500.7,1800,99.49
17:00:35,20200128,Bernie,BNL17243,NO,8.8,323,1.52,30.49,31.99,30.15,399.97,387.59,28.13,32.7,74.2,500.6,1800,99.49
17:15:23,20200128,Bernie,BNL17243,YES,7.26,326,1.59,30.49,32.09,30.15,400.02,389.65,28.12,32.23,73.2,499.8,1800,99.47
17:02:18,20200128,Bernie,BNL17243,NO,10.4,383,1.52,30.48,31.97,30.15,474.99,460.37,28.06,32.63,74.1,500.7,1800,99.49
17:03:55,20200128,Bernie,BNL17243,NO,11.4,471,1.52,30.46,31.92,30.15,575.04,558.77,28.03,32.5,73.9,500.6,1800,99.48
17:05:36,20200128,Bernie,BNL17243,NO,11.7,566,1.52,30.46,31.93,30.15,674.56,657.55,28.05,32.51,73.9,500.6,1800,99.48
17:07:04,20200128,Bernie,BNL17243,NO,11.9,685,1.53,30.48,31.97,30.15,800.1,782.17,28.08,32.54,73.9,500.6,1799,99.47
17:09:05,20200128,Bernie,BNL17243,NO,11.8,878,1.55,30.5,32.04,30.15,1000.06,981.37,28.1,32.53,73.8,500.6,1800,99.47
17:11:15,20200128,Bernie,BNL17243,NO,12.8,1250,1.57,30.52,32.1,30.15,1399.76,1378.28,28.13,32.46,73.6,500.7,1799,99.47
17:13:07,20200128,Bernie,BNL17243,NO,12.7,1640,1.59,30.5,32.09,30.15,1800.19,1777.29,28.11,32.29,73.3,499.8,1799,99.47
19:17:32,20200128,Bernie,BNL17244,NO,-0.64,56.4,1.56,29.54,32.17,28.62,49.98,50.61,30.22,32.9,78.7,499.7,1799,99.27
19:16:07,20200128,Bernie,BNL17244,NO,0.29,93.5,1.55,29.51,32.08,28.7,99.97,99.36,30.13,32.71,78.4,499.8,1801,99.27
19:14:45,20200128,Bernie,BNL17244,NO,1.63,125,1.55,29.49,32.06,28.7,150.1,147.76,30.08,32.63,78.3,499.7,1800,99.27
19:13:23,20200128,Bernie,BNL17244,NO,3.85,193,1.54,29.46,31.99,28.7,250.1,244.84,30.03,32.51,78.2,499.8,1800,99.27
19:11:58,20200128,Bernie,BNL17244,NO,5.03,225,1.54,29.43,31.93,28.7,300.1,293.33,30.02,32.43,78.1,499.7,1799,99.28
19:05:15,20200128,Bernie,BNL17244,YES,7.03,292,1.54,28.98,31.95,27.85,399.48,390.1,30.12,32.46,80.2,499.8,1801,99.28
19:07:29,20200128,Bernie,BNL17244,YES,7.2,292,1.62,29.8,32.29,28.9,399.84,390.18,30.1,32.63,76.9,499.8,1801,99.28
19:08:51,20200128,Bernie,BNL17244,YES,7.16,292,1.57,29.52,32.09,28.7,399.98,390.41,30.08,32.51,77.9,499.8,1801,99.28
19:10:13,20200128,Bernie,BNL17244,NO,7.15,292,1.55,29.45,31.97,28.7,399.9,390.36,30.05,32.44,78,499.8,1800,99.28
19:19:29,20200128,Bernie,BNL17244,YES,7.06,304,1.51,29.43,32.02,28.55,399.76,390.2,30.25,32.93,79.3,499.7,1800,99.26
19:22:51,20200128,Bernie,BNL17244,NO,7.14,306,1.47,29.36,31.86,28.55,399.98,390.33,30.22,32.89,79.5,499.8,1800,99.26
19:21:29,20200128,Bernie,BNL17244,YES,6.96,307,1.49,29.39,31.94,28.55,399.72,390.28,30.24,32.93,79.5,499.8,1800,99.26
19:37:46,20200128,Bernie,BNL17244,YES,4.9,309,1.62,29.59,32.12,28.9,399.9,393.17,30.08,32.15,76.7,499.8,1800,99.24
19:24:36,20200128,Bernie,BNL17244,NO,8.54,362,1.47,29.46,31.83,28.84,474.83,463.3,30.19,32.86,79,499.8,1800,99.26
19:26:20,20200128,Bernie,BNL17244,NO,10.1,438,1.49,29.56,31.89,28.9,575.06,561.35,30.17,32.81,78.4,499.7,1801,99.26
19:28:27,20200128,Bernie,BNL17244,NO,11.2,519,1.52,29.61,32,28.9,675.01,659.77,30.17,32.78,78.1,499.8,1799,99.25
19:29:58,20200128,Bernie,BNL17244,NO,12.4,620,1.54,29.63,32.07,28.9,800.19,783.2,30.19,32.75,77.9,499.7,1799,99.25
19:31:58,20200128,Bernie,BNL17244,NO,13.4,792,1.56,29.62,32.07,28.9,1000.39,981.79,30.17,32.6,77.6,499.7,1800,99.25
19:33:53,20200128,Bernie,BNL17244,NO,14.9,1150,1.57,29.58,32.02,28.9,1400.21,1379.12,30.1,32.38,77.3,499.7,1801,99.25
19:35:54,20200128,Bernie,BNL17244,NO,15.9,1510,1.59,29.58,32.04,28.9,1800.27,1777.2,30.04,32.2,76.9,499.7,1801,99.24
19:47:16,20200128,Andy,BNL17245,NO,-0.94,58.8,1.5,32.58,33.54,32.77,49.94,50.91,34.4,37.33,75.1,500.2,1501,99.22
19:45:54,20200128,Andy,BNL17245,NO,1.05,85.4,1.51,32.59,33.57,32.77,100.02,98.46,34.46,37.34,75.1,500.2,1499,99.22
19:44:32,20200128,Andy,BNL17245,NO,3.08,111,1.52,32.58,33.57,32.77,150,145.88,34.47,37.29,75,500.2,1500,99.22
19:43:10,20200128,Andy,BNL17245,NO,6.84,164,1.51,32.57,33.53,32.77,250.23,241.33,34.5,37.26,75,500.2,1499,99.22
19:41:48,20200128,Andy,BNL17245,NO,8.71,190,1.5,32.56,33.5,32.77,300,288.74,34.51,37.24,75,500.2,1500,99.22
19:19:17,20200128,Andy,BNL17245,YES,6.23,207,1.56,31.08,33.3,30.95,399.92,392.01,34.97,36.04,79,500.2,1501,99.25
19:22:34,20200128,Andy,BNL17245,YES,8.92,221,1.62,32.52,33.7,32.65,399.99,388.58,34.88,36.64,73.9,500.2,1501,99.25
19:23:56,20200128,Andy,BNL17245,YES,9.79,221,1.58,32.31,33.61,32.42,400.04,387.53,34.87,36.76,75.1,500.2,1499,99.25
19:25:18,20200128,Andy,BNL17245,NO,10.4,225,1.55,32.29,33.56,32.42,400.01,386.68,34.85,36.88,75.4,500.2,1500,99.24
19:26:40,20200128,Andy,BNL17245,YES,10.9,228,1.53,32.28,33.5,32.42,400.04,386.14,34.83,36.98,75.6,500.2,1500,99.24
19:21:09,20200128,Andy,BNL17245,YES,7.84,230,1.59,32.65,33.55,33.15,399.88,389.84,34.89,36.48,73.1,500.2,1500,99.25
19:28:02,20200128,Andy,BNL17245,YES,11.2,234,1.51,32.29,33.5,32.42,400,385.68,34.84,37.11,75.9,500.2,1499,99.24
19:29:24,20200128,Andy,BNL17245,YES,11.5,237,1.51,32.3,33.53,32.42,400.01,385.24,34.83,37.23,76.1,500.2,1501,99.24
19:30:46,20200128,Andy,BNL17245,YES,11.7,240,1.5,32.31,33.52,32.42,399.88,384.92,34.84,37.31,76.2,500.2,1500,99.23
19:32:08,20200128,Andy,BNL17245,YES,11.9,240,1.48,32.29,33.44,32.42,400.01,384.73,34.79,37.29,76.2,500.2,1501,99.23
19:33:36,20200128,Andy,BNL17245,YES,12,242,1.46,32.26,33.36,32.42,399.94,384.54,34.73,37.24,76.3,500.2,1500,99.23
19:34:58,20200128,Andy,BNL17245,YES,12.2,243,1.46,32.48,33.38,32.77,400.07,384.37,34.69,37.28,75.4,500.2,1499,99.23
19:36:20,20200128,Andy,BNL17245,YES,12.2,245,1.47,32.53,33.42,32.77,399.88,384.15,34.64,37.28,75.2,500.2,1499,99.23
19:37:42,20200128,Andy,BNL17245,YES,12.3,246,1.48,32.55,33.45,32.77,399.94,384.16,34.61,37.31,75.2,500.2,1499,99.23
19:39:04,20200128,Andy,BNL17245,YES,12.4,246,1.48,32.55,33.45,32.77,400.05,384.12,34.57,37.28,75.1,500.2,1499,99.23
19:40:26,20200128,Andy,BNL17245,YES,12.4,246,1.49,32.56,33.48,32.77,400.01,384.07,34.55,37.29,75.1,500.2,1500,99.22
20:05:01,20200128,Andy,BNL17245,YES,8.27,254,1.65,32.7,33.63,32.93,399.84,389.08,34.04,36.14,72.2,500.2,1500,99.2
19:51:37,20200128,Andy,BNL17245,NO,12.7,257,1.45,32.55,33.38,32.77,399.98,383.51,34.46,37.44,75.4,500.2,1500,99.21
19:50:15,20200128,Andy,BNL17245,YES,12.5,261,1.44,32.57,33.39,32.77,400.02,383.78,34.48,37.52,75.5,500.2,1501,99.21
19:48:53,20200128,Andy,BNL17245,YES,12,263,1.46,32.57,33.43,32.77,400.13,384.58,34.47,37.44,75.4,500.2,1500,99.22
19:53:21,20200128,Andy,BNL17245,NO,15.1,300,1.45,32.64,33.36,32.93,474.86,455.36,34.45,37.35,74.9,500.2,1500,99.21
19:55:04,20200128,Andy,BNL17245,NO,18,364,1.45,32.8,33.35,33.27,575.09,551.85,34.41,37.28,74,500.2,1501,99.21
19:56:34,20200128,Andy,BNL17245,NO,20.1,433,1.48,32.89,33.42,33.24,675.08,649,34.39,37.23,73.6,500.2,1500,99.21
19:58:02,20200128,Andy,BNL17245,NO,21.7,529,1.5,32.9,33.47,33.24,800.33,772.08,34.37,37.16,73.4,500.2,1500,99.21
19:59:42,20200128,Andy,BNL17245,NO,22.7,698,1.54,32.93,33.57,33.24,1000.19,970.21,34.35,37.06,73.1,500.2,1500,99.21
20:01:29,20200128,Andy,BNL17245,NO,24,1050,1.58,32.94,33.64,33.24,1399.61,1367.27,34.36,36.89,72.7,500.2,1500,99.2
20:03:16,20200128,Andy,BNL17245,NO,24.5,1390,1.6,32.83,33.64,33.08,1799.89,1766.32,34.33,36.62,72.6,500.2,1500,99.2
22:05:08,20200128,Mariano,BNL17246,NO,-0.6,62.1,2.06,29.7,31.87,29.55,50.1,50.73,25.16,26.98,63.9,499.7,2000,99.18
22:03:46,20200128,Mariano,BNL17246,NO,0.13,93.5,2.07,29.71,31.9,29.55,99.98,99.65,25.19,27.01,63.9,499.7,2000,99.18
22:02:24,20200128,Mariano,BNL17246,NO,0.88,124,2.07,29.71,31.9,29.55,150.28,148.95,25.23,27.03,64,499.7,2000,99.18
22:01:02,20200128,Mariano,BNL17246,NO,1.95,196,2.07,29.73,31.94,29.55,250.01,247.22,25.28,27.08,64,499.7,2000,99.18
21:59:40,20200128,Mariano,BNL17246,NO,2.78,225,2.08,29.75,31.99,29.55,300.03,296.14,25.32,27.14,64.1,499.7,2000,99.18
21:56:56,20200128,Mariano,BNL17246,YES,3.9,295,2.12,29.94,32.19,29.54,400.04,394.61,25.42,27.27,63.7,499.7,2000,99.17
21:55:16,20200128,Mariano,BNL17246,YES,3.92,297,2.15,30.26,32.35,30.07,400.03,394.54,25.48,27.42,62.9,499.7,1999,99.17
21:58:18,20200128,Mariano,BNL17246,NO,3.75,298,2.1,29.8,32.08,29.55,399.92,394.68,25.37,27.19,64,499.7,2000,99.17
22:08:43,20200128,Mariano,BNL17246,YES,3.69,301,2.07,29.69,31.86,29.55,399.58,394.41,25.04,26.87,63.7,499.8,2000,99.18
22:10:11,20200128,Mariano,BNL17246,NO,3.68,301,2.08,29.69,31.86,29.55,399.78,394.63,25,26.83,63.6,499.7,2000,99.18
22:07:18,20200128,Mariano,BNL17246,YES,3.59,304,2.07,29.7,31.86,29.55,399.72,394.66,25.08,26.93,63.8,499.7,2000,99.18
22:24:57,20200128,Mariano,BNL17246,YES,1.52,307,2.28,29.62,32.13,29.39,399.62,397.43,24.68,25.56,60.8,499.8,2000,99.18
21:49:54,20200128,Mariano,BNL17246,YES,3.42,308,2.02,29.49,31.88,29.23,399.67,394.83,25.63,27.43,65.8,499.8,1999,99.17
22:11:46,20200128,Mariano,BNL17246,NO,4.61,353,2.09,29.81,31.88,29.74,474.83,468.41,24.93,26.79,63,499.7,2000,99.18
22:13:22,20200128,Mariano,BNL17246,NO,5.5,427,2.09,29.82,31.87,29.74,574.49,566.82,24.88,26.71,62.8,499.7,2000,99.18
22:15:09,20200128,Mariano,BNL17246,NO,6.25,501,2.12,29.83,31.93,29.74,674.84,666.12,24.84,26.62,62.6,499.8,2000,99.18
22:16:37,20200128,Mariano,BNL17246,NO,6.89,595,2.14,29.84,31.97,29.75,800.32,790.68,24.81,26.49,62.2,499.7,2000,99.18
22:18:47,20200128,Mariano,BNL17246,NO,7.51,733,2.19,29.84,32.05,29.74,1000.18,989.71,24.75,26.18,61.5,499.7,1999,99.18
22:21:09,20200128,Mariano,BNL17246,NO,8.69,1000,2.24,29.84,32.12,29.75,1399.98,1387.95,24.72,25.84,60.7,499.7,1999,99.18
22:23:22,20200128,Mariano,BNL17246,NO,9.41,1290,2.27,29.72,32.12,29.55,1800.31,1787.28,24.66,25.61,60.6,499.8,1999,99.18
17:25:07,20200211,Bernie,BNL17510,NO,-0.71,66.7,1.3,27.46,31,26.33,49.78,50.57,31.34,32.36,87.4,499.7,2001,99.3
17:23:30,20200211,Bernie,BNL17510,NO,0.23,91.7,1.31,27.46,31.02,26.33,99.95,99.57,31.27,32.29,87.2,499.8,2001,99.3
17:22:08,20200211,Bernie,BNL17510,NO,1.14,117,1.32,27.46,31.01,26.33,150.11,148.59,31.21,32.22,87,499.8,2000,99.3
17:20:38,20200211,Bernie,BNL17510,NO,2.76,173,1.32,27.48,31.01,26.33,250.21,246.64,31.14,32.16,86.8,499.8,1999,99.31
17:19:16,20200211,Bernie,BNL17510,NO,3.76,195,1.33,27.48,31,26.33,300.13,295.3,31.06,32.08,86.5,499.7,1999,99.3
17:16:17,20200211,Bernie,BNL17510,YES,5.62,231,1.38,27.59,31.12,26.32,399.84,392.7,30.91,31.88,85.4,499.8,2001,99.31
17:17:54,20200211,Bernie,BNL17510,NO,5.51,242,1.34,27.49,31,26.33,399.96,392.94,30.97,31.97,86.2,499.8,1999,99.31
17:14:55,20200211,Bernie,BNL17510,YES,5.53,245,1.44,28.21,31.41,26.9,399.88,392.79,30.84,31.95,82.6,499.8,1999,99.31
17:27:08,20200211,Bernie,BNL17510,YES,5.65,252,1.29,27.46,30.97,26.33,400.23,393.03,31.36,32.41,87.5,499.8,2000,99.29
17:28:42,20200211,Bernie,BNL17510,YES,5.59,254,1.27,27.44,30.93,26.33,399.98,392.85,31.38,32.42,87.7,499.8,2001,99.29
17:30:04,20200211,Bernie,BNL17510,NO,5.59,255,1.26,27.41,30.87,26.33,399.98,392.84,31.36,32.41,87.8,499.8,2000,99.29
17:44:22,20200211,Bernie,BNL17510,YES,3.64,282,1.36,27.75,31.03,26.84,400.27,395.53,30.93,31.84,84.5,499.8,2000,99.28
17:31:47,20200211,Bernie,BNL17510,NO,6.86,309,1.24,27.51,30.8,26.67,475.02,466.26,31.3,32.41,87.3,499.8,1999,99.3
17:33:23,20200211,Bernie,BNL17510,NO,8.26,373,1.27,27.69,30.87,26.84,575.08,564.51,31.2,32.32,86.1,499.8,2000,99.29
17:34:51,20200211,Bernie,BNL17510,NO,9.46,435,1.28,27.71,30.89,26.84,675.03,662.93,31.17,32.26,85.8,499.8,2000,99.29
17:36:28,20200211,Bernie,BNL17510,NO,10.5,528,1.3,27.74,30.96,26.84,800,786.52,31.12,32.21,85.5,499.8,2000,99.29
17:38:35,20200211,Bernie,BNL17510,NO,11.7,673,1.32,27.76,31,26.84,1000.16,985.04,31.08,32.1,85.2,499.7,2001,99.28
17:40:33,20200211,Bernie,BNL17510,NO,13.5,1000,1.33,27.73,30.94,26.84,1399.96,1382.38,30.95,31.94,84.9,499.7,2000,99.29
17:42:28,20200211,Bernie,BNL17510,NO,14.6,1340,1.33,27.71,30.9,26.84,1800.17,1780.88,30.86,31.8,84.6,499.7,2001,99.29
8:23:01,20200211,Mariano,BNL17511,NO,-0.48,57.8,1.27,29.84,30.97,29.51,49.92,50.42,31.12,32.51,76.5,499,1800,99.32
8:21:39,20200211,Mariano,BNL17511,NO,0.63,85.8,1.28,29.84,30.98,29.51,100.06,99.17,31.12,32.49,76.4,499,1799,99.31
8:20:16,20200211,Mariano,BNL17511,NO,1.44,119,1.28,29.84,30.98,29.51,149.94,148,31.09,32.45,76.3,499.1,1800,99.31
8:18:54,20200211,Mariano,BNL17511,NO,3.82,171,1.29,29.85,30.98,29.51,250.14,245.19,31.06,32.42,76.3,499.1,1799,99.31
8:17:32,20200211,Mariano,BNL17511,NO,4.88,199,1.28,29.84,30.96,29.51,299.9,293.62,31.03,32.4,76.2,499,1800,99.32
8:13:26,20200211,Mariano,BNL17511,YES,6.96,248,1.34,29.97,31.17,29.58,399.51,390.6,31.01,32.36,75.6,499,1799,99.32
8:14:48,20200211,Mariano,BNL17511,YES,6.99,254,1.32,29.9,31.08,29.51,400.09,391.13,31.01,32.38,75.9,499,1800,99.32
8:16:10,20200211,Mariano,BNL17511,NO,7.01,256,1.3,29.86,31.01,29.51,399.95,390.97,31.01,32.39,76.1,499.1,1800,99.32
8:24:59,20200211,Mariano,BNL17511,YES,7.09,258,1.26,29.81,30.91,29.51,399.95,390.86,31.11,32.49,76.6,499,1800,99.31
8:26:21,20200211,Mariano,BNL17511,YES,6.76,264,1.25,29.8,30.89,29.51,399.69,391,31.15,32.52,76.7,499,1801,99.31
8:27:43,20200211,Mariano,BNL17511,NO,6.91,264,1.26,29.83,30.93,29.51,399.88,391,31.19,32.59,76.7,499,1799,99.31
8:42:24,20200211,Mariano,BNL17511,YES,5.57,283,1.28,29.9,31.1,29.51,400.3,393.07,31.47,32.81,76.9,499.9,1799,99.28
8:29:23,20200211,Mariano,BNL17511,NO,8.43,309,1.26,29.83,30.94,29.51,474.88,464.07,31.19,32.59,76.7,499,1799,99.3
8:31:21,20200211,Mariano,BNL17511,NO,9.97,376,1.25,29.81,30.9,29.51,574.66,561.87,31.17,32.55,76.7,499,1800,99.3
8:32:44,20200211,Mariano,BNL17511,NO,11.6,443,1.25,29.81,30.91,29.51,674.76,659.89,31.18,32.55,76.7,499,1799,99.3
8:34:10,20200211,Mariano,BNL17511,NO,12.8,542,1.25,29.82,30.91,29.51,799.93,783.45,31.22,32.58,76.7,499,1800,99.29
8:36:13,20200211,Mariano,BNL17511,NO,13.9,720,1.27,29.86,31.01,29.51,999.82,981.74,31.3,32.7,76.8,499.9,1800,99.29
8:38:30,20200211,Mariano,BNL17511,NO,14.8,1090,1.28,29.88,31.06,29.51,1400.07,1380.36,31.34,32.73,76.8,499.9,1799,99.28
8:40:28,20200211,Mariano,BNL17511,NO,14.4,1490,1.28,29.89,31.08,29.51,1800.12,1780.33,31.38,32.76,76.8,499.9,1799,99.29
17:55:18,20200211,Andy,BNL17512,NO,-0.52,59.3,1.3,28.55,30.93,28.25,50,50.69,30.57,32.21,81.6,400.2,1801,99.24
17:53:56,20200211,Andy,BNL17512,NO,0.43,88.9,1.29,28.53,30.87,28.25,99.99,99.18,30.57,32.18,81.6,400.2,1800,99.24
17:52:34,20200211,Andy,BNL17512,NO,1.38,118,1.28,28.49,30.85,28.26,149.91,147.59,30.59,32.22,81.9,400.2,1800,99.25
16:34:29,20200211,Andy,BNL17512,YES,-0.33,148,1.71,28.72,31.42,27.63,399.78,400.3,29.33,29.27,72.9,400.2,1801,99.35
17:51:12,20200211,Andy,BNL17512,NO,3.27,175,1.29,28.33,30.9,27.94,250.04,244.74,30.65,32.23,82.7,400.2,1800,99.25
17:49:50,20200211,Andy,BNL17512,NO,4.24,202,1.31,28.38,31.01,27.93,299.93,293.09,30.68,32.26,82.5,400.2,1800,99.25
17:28:30,20200211,Andy,BNL17512,YES,6,215,1.36,28.26,31.15,26.74,399.67,390.2,31.01,32.19,82.9,400.2,1801,99.27
17:29:52,20200211,Andy,BNL17512,YES,6.37,244,1.26,28.01,30.88,27.46,399.82,389.71,31.01,32.41,84.7,400.2,1800,99.27
17:48:28,20200211,Andy,BNL17512,YES,6.21,253,1.36,28.57,31.22,27.91,399.98,390.03,30.7,32.28,81.7,400.2,1800,99.25
17:40:20,20200211,Andy,BNL17512,YES,6.39,256,1.3,28.76,30.99,28.52,400.06,389.84,30.73,32.32,80.9,400.2,1800,99.26
17:34:46,20200211,Andy,BNL17512,YES,6.35,257,1.27,28.73,30.92,28.52,399.96,389.81,30.86,32.41,81.3,400.2,1800,99.26
17:37:30,20200211,Andy,BNL17512,YES,6.33,257,1.3,28.77,31.04,28.52,400.02,389.88,30.83,32.42,81.1,400.2,1800,99.27
17:33:24,20200211,Andy,BNL17512,NO,6.32,258,1.26,28.69,30.86,28.53,399.93,389.84,30.9,32.44,81.5,400.2,1800,99.27
17:36:08,20200211,Andy,BNL17512,YES,6.31,258,1.29,28.76,31,28.52,399.98,389.88,30.85,32.43,81.2,400.2,1799,99.27
17:41:42,20200211,Andy,BNL17512,YES,6.32,258,1.3,28.74,30.94,28.52,400.01,389.9,30.66,32.25,80.8,400.2,1800,99.26
17:43:04,20200211,Andy,BNL17512,YES,6.32,259,1.3,28.75,30.97,28.52,400.11,389.99,30.65,32.26,80.8,400.2,1801,99.26
17:38:58,20200211,Andy,BNL17512,YES,6.2,260,1.31,28.77,31.03,28.52,399.97,390.03,30.79,32.38,81,400.2,1801,99.27
17:32:02,20200211,Andy,BNL17512,YES,6.34,261,1.23,28.45,30.78,28.37,400,389.87,30.94,32.49,82.8,400.2,1801,99.27
17:56:58,20200211,Andy,BNL17512,YES,6.39,261,1.28,28.54,30.88,28.25,400.05,389.81,30.65,32.28,81.8,400.2,1800,99.24
17:59:42,20200211,Andy,BNL17512,NO,6.18,268,1.28,28.74,30.87,28.56,400.06,390.12,30.56,32.22,80.7,400.2,1799,99.24
17:58:20,20200211,Andy,BNL17512,YES,6.08,269,1.27,28.62,30.85,28.4,400.04,390.27,30.6,32.25,81.4,400.2,1801,99.24
18:13:22,20200211,Andy,BNL17512,YES,4.71,296,1.3,28.62,30.9,28.37,399.96,392.22,30.44,32.11,81,400.2,1801,99.22
18:01:26,20200211,Andy,BNL17512,NO,7.55,315,1.29,28.76,30.88,28.56,475.03,462.91,30.5,32.19,80.6,400.2,1800,99.24
18:03:14,20200211,Andy,BNL17512,NO,8.99,386,1.3,28.79,30.96,28.56,574.96,560.48,30.5,32.23,80.5,400.2,1800,99.23
18:04:51,20200211,Andy,BNL17512,NO,10.2,459,1.32,28.8,31.04,28.56,674.94,658.46,30.52,32.27,80.5,400.2,1800,99.23
18:06:19,20200211,Andy,BNL17512,NO,11.2,563,1.33,28.83,31.11,28.56,799.91,781.75,30.58,32.35,80.6,400.2,1799,99.23
18:08:02,20200211,Andy,BNL17512,NO,12,740,1.33,28.7,31.1,28.36,1000.18,980.4,30.63,32.37,81.3,400.2,1800,99.23
18:09:45,20200211,Andy,BNL17512,NO,12.6,1120,1.31,28.67,31.05,28.36,1400.26,1378.85,30.66,32.38,81.4,400.2,1801,99.22
18:11:34,20200211,Andy,BNL17512,NO,13.1,1500,1.29,28.64,30.96,28.37,1800.08,1777.34,30.66,32.35,81.5,400.2,1800,99.22
16:34:41,20200211,Derek,BNL17513,YES,3.67,63.9,1.44,27.5,30.89,26.39,404.58,400.04,30.29,30.6,82.5,499.7,1801,99.34
17:41:42,20200211,Derek,BNL17513,NO,-0.7,75.9,1.46,27.72,31.07,26.82,49.99,50.79,30.15,30.89,82.1,499.7,1800,99.26
17:40:21,20200211,Derek,BNL17513,NO,0.07,94.8,1.45,27.69,31.02,26.83,99.98,99.82,30.14,30.88,82.2,499.7,1800,99.26
17:38:57,20200211,Derek,BNL17513,NO,0.63,122,1.42,27.62,30.89,26.82,149.88,149.01,30.14,30.88,82.6,499.8,1801,99.26
17:37:35,20200211,Derek,BNL17513,NO,1.9,168,1.4,27.32,30.81,26.49,249.99,247.53,30.16,30.85,84,499.7,1800,99.26
17:36:13,20200211,Derek,BNL17513,NO,2.23,190,1.41,27.08,30.84,25.84,299.84,296.98,30.18,30.78,85,499.8,1801,99.27
17:34:52,20200211,Derek,BNL17513,NO,3.29,235,1.45,27.17,30.99,25.84,399.94,395.74,30.18,30.79,84.5,499.7,1800,99.27
17:33:31,20200211,Derek,BNL17513,YES,3.12,245,1.51,27.48,31.24,26.1,400.15,396.14,30.17,30.81,83.1,499.7,1800,99.27
17:31:46,20200211,Derek,BNL17513,YES,3.18,256,1.59,28.19,31.55,26.92,399.69,395.56,30.12,30.87,79.9,497.6,1799,99.27
17:43:47,20200211,Derek,BNL17513,YES,3.48,259,1.47,27.74,31.09,26.82,400.41,395.91,30.12,30.89,82,499.7,1799,99.26
17:45:13,20200211,Derek,BNL17513,YES,3.47,260,1.46,27.73,31.04,26.82,400.11,395.62,30.09,30.87,82,499.7,1800,99.26
17:46:34,20200211,Derek,BNL17513,NO,3.53,260,1.45,27.71,31,26.82,400.01,395.46,30.05,30.83,82,499.7,1800,99.26
17:48:18,20200211,Derek,BNL17513,NO,4.36,305,1.47,27.74,31.06,26.82,474.91,469.28,30.03,30.83,81.9,499.7,1800,99.25
18:00:36,20200211,Derek,BNL17513,YES,1.64,305,1.51,27.64,31.13,26.66,399.66,397.46,30.05,30.62,81.8,499.7,1800,99.24
17:49:52,20200211,Derek,BNL17513,NO,5.15,368,1.49,27.76,31.13,26.82,574.78,568.14,30.02,30.8,81.7,499.7,1799,99.25
17:51:17,20200211,Derek,BNL17513,NO,5.78,430,1.5,27.75,31.15,26.74,675.08,667.62,30.02,30.77,81.7,499.7,1799,99.25
17:52:47,20200211,Derek,BNL17513,NO,6.37,518,1.5,27.68,31.15,26.67,800.01,791.77,30.04,30.76,82,499.7,1800,99.24
17:54:33,20200211,Derek,BNL17513,NO,6.98,667,1.49,27.66,31.12,26.67,1000.39,991.32,30.04,30.71,81.9,499.7,1800,99.24
17:56:41,20200211,Derek,BNL17513,NO,7.96,989,1.49,27.63,31.06,26.67,1399.2,1388.75,30.02,30.64,81.9,499.7,1801,99.24
17:59:01,20200211,Derek,BNL17513,NO,8.63,1340,1.49,27.63,31.06,26.67,1799.55,1788.07,30,30.61,81.8,499.7,1799,99.24
13:02:32,20200211,Lindsey,BNL17516,YES,-0.38,58.98,1,31.12,31.03,31.58,50,50.52,34.3,35.29,77.4,400.02,750,99.44
13:01:32,20200211,Lindsey,BNL17516,YES,-0.3,85.4,1.02,31.06,30.98,31.6,74.98,75.39,34.36,35.02,77.1,400.04,750,99.44
12:59:03,20200211,Lindsey,BNL17516,YES,0.09,143.24,1.02,31.06,31,31.69,149.93,149.7,34.5,35.07,77.2,400.04,750,99.44
13:00:10,20200211,Lindsey,BNL17516,YES,-1.14,148.55,1.01,31.07,31,31.65,99.95,101.59,34.51,35.08,77.2,400.05,750,99.44
12:56:37,20200211,Lindsey,BNL17516,YES,2.25,223.89,0.98,31.02,30.99,31.74,300.01,296.39,34.61,35.39,78.1,400.02,750,99.43
12:57:44,20200211,Lindsey,BNL17516,YES,-0.52,243.73,1.02,31.02,30.98,31.72,224.98,225.62,34.43,35,77.2,400.06,750,99.43
12:55:08,20200211,Lindsey,BNL17516,YES,3.26,266.66,0.99,30.99,30.99,31.73,399.97,394.81,34.66,35.3,78,400.02,750,99.44
12:53:40,20200211,Lindsey,BNL17516,YES,3.31,283.49,1,31.05,31.01,31.72,400,394.73,34.54,35.3,77.7,400.03,750,99.44
