SampleID,obs,time,elapsed,date,hhmmss,averaging,scientist,site,tree_tag,tree_id,species,branch_number,leaf_number,leaf_position,is_compound,curve_number,data_qc,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,FALSE.,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,Adyn.MN,Adyn.SLP,Adyn.SD,Adyn.OK,Asty.MN,Asty.SLP,Asty.SD,Asty.OK,ΔCO2.MN,ΔCO2.SLP,ΔCO2.SD,ΔCO2.OK,Ci.MN,Ci.SLP,Ci.SD,Ci.OK,ΔH2O.MN,ΔH2O.SLP,ΔH2O.SD,ΔH2O.OK,VPDleaf.MN,VPDleaf.SLP,VPDleaf.SD,VPDleaf.OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_.,Flow_.,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_.,Desiccant_.,Humidifier_.,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA.,A.MN,A.SLP,A.SD,A.OK,uni_id
2022-10-10-T13B1L2,9,1665459458,1317.6,20221010 23:37:37,23:37:37,1,Maquelle,bci,tower,T13,NA,b1,l2,8,NA,NA,ok,1665459457,0.002964545,2.964545155,26.82606324,765.0319689,471.6456383,46.98049139,76.20462251,0.160372423,2.91786046,0.155631601,0.097684021,321.507222,31.98272548,31.0187,4.516190704,60.0585428,2.687385658,4.47461016,1.828805046,-130.7364413,-25.50744244,-1.961855569,163.3014827,3,1,1,0,51863,1999.945,1681.1538,0.840600017,0.160758032,6,0.5,0: Broadleaf,2,1665459457,765.032,799.9365,26.97915,23.5185,762.639,26.95015,500.1195,99.5093,0.100423,30.85655,31.0187,999.9,0,0,9982.5,0,67.3769,-35.1453,785.9795,819.2025,3.43988,799.9365,23.5185,2.68261,2.34031,22.179,19.9566,1999.945,0.9800005,0.0199997,0,2.791,0,18933.35,17411.8,41.75,42.812,41.75,41.187,41.75,1959.945,40,0,1665459458,0,1665459488,23:38:07,1665459478,1665459488,63,0.197,0.007,2.393,0.029,800,24,0.14,0.04,0,0,0,-1,0,0,0,-1,-35.32876333,0.569825139,0.088828042,1,468.6275456,-19.60975315,2.002345911,0,3.48723625,-0.360290769,0.036407867,0,1.829704955,-0.02007389,0.001832005,1,3,5,03-mai,2.9427,2.80147,0.139866,0.144155,0.117121,0.106443,17707.9,18480.3,23940.5,25128.1,33836.9,35858.9,43653.8,46456.2,1.95662,1.82787,0.0974536,0,29.4376,999.9,54.3,38.3,36.9211,63.714,21.9591,1,0.364111,1.70353,20.312,5.22043,11.9029,5.005,3.29198,9999,9999,9999,999.9,1.85974,1.85485,1.85791,1.85642,1.85517,1.85472,1.85365,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,2.393,0.029,0.469027509,0.003420174,-1.94E-06,4.55E-10,-0.057595655,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,2.8,2.7,1.79565,2.34619,1.4978,2.2998,1.54785,2.44019,41.1446,14.9726,18,495.277,476.072,27.1789,31.7324,30.0001,31.589,31.7003,35.9658,38.0351,0,27.1748,800,23.5072,100.942,100.679,NA,27.18607711,-0.268138204,0.069019648,1,T13b1l2
2022-10-10-T13B1L2,10,1665459650,1510.1,20221010 23:40:50,23:40:50,1,Maquelle,bci,tower,T13,NA,b1,l2,8,NA,NA,ok,1665459649,0.00236273,2.362729909,28.68617415,962.9114667,567.3048447,56.50282549,95.90473107,0.125856277,2.918334975,0.12291686,0.077081415,321.512808,32.02364293,30.99895,4.511108228,59.96609461,2.665579949,4.445145155,1.845528278,-104.196389,-40.60771832,-3.120669546,173.5880311,3,1,1,0,51801,1999.98,1681.1832,0.840600006,0.160758012,6,0.5,0: Broadleaf,2,1665459649,962.9115,1000.055,26.7632,24.00455,960.4415,26.7352,500.135,99.4989,0.0998008,30.74085,30.99895,999.9,0,0,9986.25,0,58.943,-37.0459,989.479,1024.655,2.74686,1000.055,24.00455,2.66174,2.38843,22.0508,20.2855,1999.98,0.980002,0.0199982,0,2.0165,0,18943.6,17412.2,41.812,42.875,41.812,41.25,41.812,1959.98,40,0,1665459650,0,1665459678,23:41:18,1665459673,1665459678,64,-0.133,0,2.47,0.028,1000,24,0.06,0.04,0,0,0,-1,0,0,0,-1,-36.97374,-0.512895217,0.046371756,1,565.7355325,-1.617797864,1.557037335,1,2.74688125,-0.104848368,0.017445778,1,1.848647848,-0.015191786,0.001336571,1,5,5,05-mai,2.94297,2.80098,0.162697,0.166721,0.116469,0.107982,17236.3,17990.7,23938.9,25125.6,33861.1,35794.8,43651.6,46452.1,1.95623,1.82878,0.103116,0,29.3203,999.9,54.2,38.3,36.8533,63.764,21.4463,1,0.365528,1.29639,20.3153,5.21924,11.9029,5.00485,3.292,9999,9999,9999,999.9,1.85977,1.85486,1.85793,1.85652,1.85523,1.8548,1.85366,1.8566,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,2.47,0.028,0.666546691,0.003420174,-1.94E-06,4.55E-10,-0.050717518,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,2.9,2.7,2.15698,2.34253,1.4978,2.30103,1.54785,2.33398,41.0928,14.8938,18,495.077,476.674,27.5634,31.7546,30.0001,31.5945,31.7031,43.184,36.7294,0,27.5627,1000,24.0737,100.937,100.669,NA,28.56052625,0.318023082,0.035353251,1,T13b1l2
2022-10-10-T13B1L2,11,1665459839,1698.6,20221010 23:43:58,23:43:58,1,Maquelle,bci,tower,T13,NA,b1,l2,8,NA,NA,ok,1665459838,0.002089058,2.089057774,29.39684713,1161.875966,699.8922316,69.70387493,115.7138962,0.110496011,2.921503619,0.108225729,0.067841172,321.506424,32.07599945,31.0013,4.511712717,59.86679764,2.658506814,4.440703226,1.853205903,-92.12744785,-43.77826546,-3.360423321,182.2402874,3,1,1,0,51979,1999.94,1681.1496,0.840600018,0.160758035,6,0.5,0: Broadleaf,2,1665459838,1161.876,1200.05,26.6939,24.2549,1159.28,26.6689,500.195,99.4923,0.0999969,30.72335,31.0013,999.9,0,0,10005,0,53.7163,-38.16245,1193.74,1229.88,2.43038,1200.05,24.2549,2.65498,2.413175,22.0091,20.45245,1999.94,0.9800005,0.0199997,0,1.518,0,19007.5,17411.8,41.75,42.875,41.812,41.125,41.75,1959.94,40,0,1665459839,0,1665459868,23:44:27,1665459868,1665459866,65,-0.038,-0.002,2.596,0.025,1200,24,0.11,0.05,0,0,0,-1,0,0,0,-1,-38.17844839,-0.599758065,0.068765168,1,700.3537523,-38.99179928,3.560576272,0,2.452469268,-0.218714007,0.024242578,0,1.853352692,0.002472595,0.00173302,1,2,5,02-mai,2.94299,2.80121,0.183236,0.186981,0.116267,0.108768,16811.3,17552,23936.4,25124.4,33866.2,35762.5,43647.1,46450.3,1.95715,1.82985,0.112314,0,29.1766,999.9,54.2,38.3,36.859,63.774,22.1354,1,0.365028,1.01978,20.318,5.22014,11.9051,5.00535,3.292,9999,9999,9999,999.9,1.85974,1.85486,1.85791,1.8564,1.85517,1.85472,1.85365,1.85655,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,2.596,0.025,0.53491554,0.003420174,-1.94E-06,4.55E-10,-0.050965731,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,2.8,2.7,2.5061,2.31812,1.4978,2.30103,1.54785,2.51343,41.0412,14.85,18,495.631,477.369,27.7912,31.7435,29.9997,31.5945,31.7028,50.1688,35.8787,0,27.8005,1200,24.3025,100.926,100.665,NA,29.39364269,0.697199362,0.068323767,0,T13b1l2
2022-10-10-T13B1L2,12,1665459945,1804.6,20221010 23:45:44,23:45:44,1,Maquelle,bci,tower,T13,NA,b1,l2,8,NA,NA,ok,1665459944,0.00198494,1.984940324,29.50502783,1461.080966,967.2480227,96.32495741,145.5041091,0.105173661,2.918772311,0.103112739,0.064627264,321.518128,32.08408059,30.98893333,4.508532438,59.98054923,2.660473044,4.435559658,1.848059393,-87.53586828,-44.98307899,-3.455579072,185.5436017,3,1,1,0,51930,2000.013333,1681.2112,0.840599996,0.160757992,6,0.5,0: Broadleaf,2,1665459944,1461.081,1499.953333,26.71516667,24.3977,1457.95,26.68816667,500.1786667,99.4864,0.100216,30.70306667,30.98893333,999.9,0,0,9990,0,52.10726667,-39.23063333,1500.8,1537.463333,2.3046,1499.953333,24.3977,2.656516667,2.42724,22.0186,20.54663333,2000.013333,0.98,0.0200002,0,2.825666667,0,19195.16667,17412.4,41.687,42.833,41.812,41.062,41.687,1960.013333,40,0,1665459945,0,1665459984,23:46:24,1665459984,1665459967,66,0.331,0.003,3.131,0.027,1500,24,0.17,0.06,0,0,0,-1,0,0,0,-1,-39.33106129,0.38291129,0.117441375,1,961.6566434,-24.00022256,2.401234735,0,2.323556341,-0.103981045,0.01039433,1,1.847414988,0.023437246,0.00184227,1,4,5,04-mai,2.94296,2.80142,0.210718,0.214109,0.116308,0.109211,16244.8,16965.5,23936.2,25124.3,33866.7,35746,43648.2,46450.5,1.95725,1.83167,0.115938,0,29.1033,999.9,54.1,38.3,36.7928,63.8841,21.9992,1,0.363605,0.97655,20.3184,5.22103,11.9042,5.00575,3.292,9999,9999,9999,999.9,1.85974,1.85485,1.85791,1.85645,1.85518,1.85471,1.85364,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.131,0.027,0.497475452,0.003420174,-1.94E-06,4.55E-10,-0.053071287,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,1.3,1.3,3.00781,2.31323,1.4978,2.30103,1.54785,2.44385,40.9896,14.8062,18,495.611,478.471,27.8407,31.7212,30.0001,31.5835,31.692,60.2364,35.6743,0,27.8411,1500,24.4362,100.927,100.665,NA,29.88620306,-0.14310261,0.097037476,1,T13b1l2
2022-10-10-T13B1L2,13,1665460059,1918.5,20221010 23:47:38,23:47:38,1,Maquelle,bci,tower,T13,NA,b1,l2,8,NA,NA,ok,1665460058,0.001809662,1.809661717,27.77307692,1962.249968,1435.150087,142.9218818,195.4140271,0.095083701,2.921574861,0.093397413,0.058522399,321.52398,32.14163699,31.01755,4.515894626,59.82984877,2.655788458,4.438902175,1.860106167,-79.80608173,-47.45714349,-3.64289015,190.6178646,3,1,1,0,52006,2000.05,1681.242,0.840599985,0.160757971,6,0.5,0: Broadleaf,2,1665460058,1962.25,1999.825,26.6681,24.5552,1958.93,26.6421,500.185,99.4869,0.0998144,30.71625,31.01755,999.9,0,0,10005.95,0,49.957,-37.384,2016.19,2050.165,2.104005,1999.825,24.5552,2.65224,2.44292,21.99215,20.6511,2000.05,0.9800005,0.0199997,0,2.9675,0,19156.85,17412.75,41.687,42.75,41.75,41.062,41.625,1960.05,40,0,1665460059,0,1665460084,23:48:04,1665460084,1665460084,67,-0.234,0,3.32,0.026,2001,25,0.13,0.06,0,0,0,-1,0,0,0,-1,-37.80000968,7.367913195,0.589013321,0,1433.755206,78.99592424,6.656148204,0,2.124230244,-0.137353075,0.013511405,1,1.856684464,0.021742321,0.001811276,1,2,5,02-mai,2.94297,2.80108,0.250073,0.252836,0.11617,0.109712,15434,16128.3,23937.2,25124.8,33874.2,35727,43649,46449.9,1.95732,1.83377,0.119541,0,29.0715,999.9,54.1,38.2,36.594,63.7341,22.0192,1,0.36329,1.08773,20.3179,5.21729,11.9045,5.0055,3.292,9999,9999,9999,999.9,1.85972,1.85481,1.85791,1.85639,1.85516,1.85471,1.85364,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.32,0.026,0.827587649,0.003420174,-1.94E-06,4.55E-10,-0.050371538,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,1.2,1.5,3.7915,2.27783,1.4978,2.30103,1.54785,2.48657,40.938,14.7712,18,495.596,479.778,27.7856,31.7101,30.0002,31.5752,31.6844,75.9069,35.0703,0,27.775,2000,24.6159,100.93,100.665,NA,27.9939954,-6.477370407,0.5090068,0,T13b1l2
2022-10-10-T14B1L1,1,1665460375,0,20221010 23:52:55,23:52:55,1,Maquelle,bci,tower,T14,NA,b1,l1,4,NA,NA,exclude,1665460374,0.001852435,1.852434835,7.067124971,390.6373252,262.0924503,26.09962443,38.9003478,0.096996766,2.919892095,0.095241624,0.059681062,321.528721,32.08709272,31.02746667,4.518448321,59.88050718,2.651324217,4.42769165,1.867124104,-81.6923762,-55.95657541,-4.297068334,179.5827011,0,0,1,0,51964,2000.083333,1681.2697,0.840599825,0.160757662,6,0.5,0: Broadleaf,2,1665460374,390.6373333,399.9823333,26.6246,24.46176667,389.2393333,26.6026,500.209,99.48156667,0.100181667,30.672,31.02746667,999.9,0,0,9996.876667,0,53.6909,-9.08433,401.588,410.0116667,2.1577,399.9823333,24.46176667,2.64815,2.433496667,21.96686667,20.5884,2000.083333,0.980006,0.019994433,0,2.588,0,26756.96667,17413.06667,41.437,42.54133333,41.437,40.875,41.437,1960.093333,39.99,0,1665460375,0,1665460396,23:53:16,1665460392,1665460396,68,-0.28,-0.004,1.398,0.022,400,24,0.28,0.03,0,0,0,-1,0,0,0,-1,-9.064227742,0.07262371,0.045365318,1,266.4657003,-1.147112812,0.724634725,1,2.164090976,-0.005296307,0.002369198,1,1.865245996,0.010222877,0.001436824,1,5,5,05-mai,2.94309,2.80126,0.086304,0.0879586,0.116072,0.109436,18814.3,19698.2,23944.2,25132.6,33879.6,35742.1,43659.5,46464.6,1.96995,1.8318,0.121288,0,29.0543,999.9,54,38.2,36.5296,63.5641,22.1955,1,0.3522,1.27364,20.3166,5.21984,11.9036,5.0052,3.292,9999,9999,9999,999.9,1.85974,1.85485,1.85791,1.85645,1.85517,1.85471,1.85364,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.398,0.022,0.593843215,0.003420174,-1.94E-06,4.55E-10,-0.050756798,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,4.8,4.9,1.02417,2.34863,1.4978,2.2998,1.54785,2.38647,40.8608,14.6136,18,502.42,477.7,27.6548,31.5988,29.9999,31.4708,31.5792,20.5143,34.8793,0,27.6444,400,24.439,100.956,100.697,NA,6.831049955,-0.05620669,0.038720725,1,T14b1l1
2022-10-10-T14B1L1,2,1665460544,168.5,20221010 23:55:43,23:55:43,1,Maquelle,bci,tower,T14,NA,b1,l1,4,NA,NA,exclude,1665460543,0.00146853,1.468529682,6.993469543,390.8136586,232.6610904,23.1684763,38.91736677,0.076318464,2.92283195,0.075228438,0.047114411,321.528189,32.09502961,31.0329,4.519848021,60.06816527,2.645886811,4.404807104,1.873961211,-64.76215896,-71.15068834,-5.456078472,180.1592632,0,0,1,0,52035,2000.08,1681.2669,0.840599826,0.160757664,6,0.5,0: Broadleaf,2,1665460543,390.8136667,399.892,26.57036667,24.85543333,389.3636667,26.54536667,500.1396667,99.4806,0.099765,30.58136667,31.0329,999.9,0,0,10013.76667,0,57.07606667,-9.149506667,401.4026667,410.0846667,1.703093333,399.892,24.85543333,2.642053333,2.47263,21.9291,20.84746667,2000.08,0.980008,0.0199925,0,2.292333333,0,24864.73333,17413.03333,41.375,42.41633333,41.375,40.812,41.375,1960.09,39.99,0,1665460544,0,1665460571,23:56:11,1665460564,1665460571,69,0.052,0.005,1.45,0.025,400,25,0.25,0.06,0,0,0,-1,0,0,0,-1,-9.274646129,0.245552419,0.045780739,1,231.9243105,-33.4961128,2.578297647,0,1.75819561,-0.325404878,0.033675386,0,1.875654703,0.002337475,0.001008805,1,3,5,03-mai,2.94307,2.801,0.0863449,0.087951,0.115924,0.110765,18816,19701.8,23946.9,25136.4,33889.2,35694.1,43664.5,46472.1,1.9712,1.83473,0.120535,0,29.0693,999.9,54,38.2,36.53,63.5942,21.5104,1,0.346354,1.60231,20.3135,5.22014,11.9039,5.00535,3.292,9999,9999,9999,999.9,1.85976,1.85486,1.85792,1.85653,1.85524,1.8548,1.85364,1.85656,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.45,0.025,0.313929126,0.003420174,-1.94E-06,4.55E-10,-0.054843735,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,2.5,2.5,1.02539,2.37549,1.4978,2.30103,1.54785,2.45728,40.8093,14.5436,18,502.581,479,27.1383,31.5214,29.9999,31.3905,31.5001,20.5308,33.1051,0,27.1191,400,24.969,100.968,100.713,NA,7.150373744,0.014135862,0.029300037,1,T14b1l1
2022-10-10-T14B1L1,3,1665460697,322,20221010 23:58:17,23:58:17,1,Maquelle,bci,tower,T14,NA,b1,l1,4,NA,NA,ok,1665460696,0.001245908,1.245907849,4.548827631,294.1519948,172.8729577,17.21488856,29.29199499,0.06452023,2.919774107,0.063738506,0.039906012,321.511165,32.06776299,31.0112,4.514260063,60.17834522,2.637629253,4.383020575,1.87663081,-54.94453612,-81.30271006,-6.237762056,179.0261568,0,0,1,0,52021,1999.973333,1681.1773,0.840599858,0.160757726,6,0.5,0: Broadleaf,2,1665460696,294.152,300.0486667,26.48723333,25.03216667,293.007,26.46123333,500.145,99.4811,0.100053667,30.4947,31.0112,999.9,0,0,9996.25,0,58.08386667,-5.828826667,302.2226667,307.7523333,1.447523333,300.0486667,25.03216667,2.634226667,2.490226667,21.8805,20.96276667,1999.973333,0.980007,0.019993467,0,2.78,0,23935.8,17412.13333,41.312,42.375,41.312,40.75,41.375,1959.983333,39.99,0,1665460697,0,1665460720,23:58:40,1665460720,1665460718,70,-0.081,0.001,1.145,0.026,300,25,0.62,0.07,0,0,0,-1,0,0,0,-1,-5.770106,-0.071921513,0.041366902,1,175.0690244,-0.744494912,0.936374199,1,1.44503575,0.037206191,0.00471528,1,1.875080769,0.000645014,0.001632881,1,5,5,05-mai,2.94302,2.80118,0.0688996,0.0700937,0.115681,0.111262,19176.6,20087.9,23948.4,25136.7,33900,35673.7,43667.2,46472.7,1.97173,1.83515,0.122391,0,29.0145,999.9,53.9,38.1,36.2687,63.5842,22.2756,1,0.342617,1.33132,20.3161,5.21729,11.9026,5.0052,3.292,9999,9999,9999,999.9,1.85974,1.85474,1.8579,1.85638,1.85516,1.85471,1.85361,1.85653,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.145,0.026,0.365635143,0.003420174,-1.94E-06,4.55E-10,-0.049939077,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,2.2,2.1,0.81665,2.33154,1.4978,2.2998,1.54785,2.47314,40.8093,14.4998,18,502.541,478.92,27.2004,31.4799,30.0001,31.3424,31.4532,16.3646,32.7078,0,27.1985,300,25.011,100.974,100.714,NA,4.441169502,0.093444499,0.035227913,1,T14b1l1
2022-10-10-T14B1L1,4,1665460841,466,20221011 00:00:41,00:00:41,1,Maquelle,bci,tower,T14,NA,b1,l1,4,NA,NA,ok,1665460840,0.001224643,1.224642975,2.490801122,196.7459971,128.0503236,12.7509328,19.59147715,0.063291317,2.919048481,0.062538717,0.03915357,321.5256191,32.04005095,31.0101,4.513976962,60.2121687,2.634021063,4.374566006,1.879955899,-54.00675519,-86.41806911,-6.630734199,174.4700606,0,0,1,0,51941,2000.056667,1681.247898,0.840600132,0.160758255,6,0.5,0: Broadleaf,2,1665460840,196.746,200.0233333,26.45196667,25.0216,195.775,26.42496667,500.116,99.4772,0.100313333,30.46096667,31.0101,999.9,0,0,9992.5,0,62.26333333,-3.365006667,202,205.1566667,1.42259,200.0233333,25.0216,2.630593333,2.48908,21.85786667,20.95526667,2000.056667,0.979997333,0.0200028,0,2.185333333,0,23435.06667,17412.8,41.333,42.375,41.29133333,40.812,41.375,1960.05,40.01,0,1665460841,0,1665460864,00:01:04,1665460864,1665460863,71,0.079,0.002,0.971,0.027,200,25,0.44,0.08,0,0,0,-1,0,0,0,-1,-3.315902,-0.117750033,0.029708035,1,126.7972766,-1.494339269,0.611314994,1,1.41934025,0.011993133,0.001505891,1,1.877686087,-0.003916139,0.001698798,1,5,5,05-mai,2.94316,2.80149,0.048894,0.0496864,0.115578,0.111228,19589.7,20528.9,23949.8,25137,33905,35674.2,43669.5,46472.8,1.97208,1.8352,0.125472,0,28.9671,999.9,54,38.1,36.3327,63.7342,21.5905,1,0.341547,1.21173,20.3169,5.22058,11.9029,5.0052,3.292,9999,9999,9999,999.9,1.85972,1.85473,1.85784,1.85638,1.85516,1.85471,1.85358,1.85649,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.971,0.027,0.284516652,0.003420174,-1.94E-06,4.55E-10,-0.04935254,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,2,2,0.599365,2.3645,1.4978,2.2998,1.54785,2.32788,40.758,14.421,18,502.551,478.724,27.3338,31.4579,30,31.3152,31.4231,12.0258,32.9136,0,27.3356,200,24.9418,100.98,100.714,NA,2.522918677,0.074532597,0.023454177,1,T14b1l1
2022-10-10-T14B1L1,5,1665461007,632,20221011 00:03:27,00:03:27,1,Maquelle,bci,tower,T14,NA,b1,l1,4,NA,NA,ok,1665461006,0.001410306,1.41030591,0.436761538,99.3173995,86.73461544,8.636501111,9.889417585,0.073078332,2.92274428,0.072078213,0.045137599,321.503185,32.00750502,30.99096667,4.509055207,60.07315761,2.630608816,4.379008729,1.878446391,-62.19449063,-80.71836562,-6.185529187,172.4047996,0,0,1,0,52011,1999.923333,1681.1353,0.840599873,0.160757755,6,0.5,0: Broadleaf,2,1665461006,99.3174,100.0093333,26.41866667,24.77163333,98.4544,26.39166667,500.1893333,99.47396667,0.0999009,30.4787,30.99096667,999.9,0,0,10013.93333,0,63.6789,-0.873260667,101.8256667,102.5496667,1.641076667,100.0093333,24.77163333,2.627376667,2.464133333,21.83783333,20.7915,1999.923333,0.980006,0.019994433,0,3.630666667,0,23046.86667,17411.7,41.25,42.312,41.25,40.75,41.312,1959.933333,39.99,0,1665461007,0,1665461033,00:03:53,1665461033,1665461031,72,0.179,-0.002,0.863,0.027,100,25,0.24,0.06,0,0,0,-1,0,0,0,-1,-0.844150767,0.019756805,0.02699274,1,83.35702539,1.987006152,0.477601146,1,1.60121375,0.072861276,0.010670696,1,1.876832347,0.023666182,0.001833023,1,5,5,05-mai,2.94321,2.80124,0.0259353,0.0262344,0.115468,0.110406,20062.5,21035.9,23950,25137.7,33908.6,35707.6,43669.9,46474.4,1.97253,1.83458,0.126004,0,28.9398,999.9,54.1,38.1,36.4049,63.7242,22.1795,1,0.339629,1.03816,20.3184,5.21744,11.9026,5.0049,3.292,9999,9999,9999,999.9,1.85972,1.85472,1.85787,1.85638,1.85514,1.85471,1.8536,1.85654,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.863,0.027,0.363165497,0.003420174,-1.94E-06,4.55E-10,-0.04772851,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,2.4,2.4,0.374756,2.39624,1.4978,2.2998,1.54785,2.31079,40.7323,14.3334,18,502.661,478.153,27.5244,31.442,29.9999,31.2934,31.4013,7.54779,33.9712,0,27.5289,100,24.7273,100.98,100.718,NA,0.568096269,-0.0697812,0.021966977,1,T14b1l1
2022-10-10-T14B1L1,6,1665461154,779,20221011 00:05:54,00:05:54,1,Maquelle,bci,tower,T14,NA,b1,l1,4,NA,NA,ok,1665461153,0.001506005,1.506004962,-0.63657022,50.68420074,62.14394512,6.187986152,5.046881586,0.077993157,2.919337388,0.076853812,0.048134612,321.515421,32.01982153,31.02133333,4.516868744,60.06726088,2.635704982,4.38792271,1.881163762,-66.41481883,-79.81110859,-6.125135498,169.1643581,0,0,1,0,51922,2000,1681.1997,0.84059985,0.160757711,6,0.5,0: Broadleaf,2,1665461153,50.6842,50.01206667,26.46953333,24.71056667,49.9842,26.44253333,500.1146667,99.47496667,0.100078667,30.51423333,31.02133333,999.9,0,0,9994.373333,0,58.62533333,0.680421333,52.07036667,51.27923333,1.75095,50.01206667,24.71056667,2.63226,2.45808,21.86823333,20.75156667,2000,0.980006,0.019994433,0,3.041,0,22797.33333,17412.36667,41.25,42.312,41.25,40.687,41.25,1960.01,39.99,0,1665461154,0,1665461181,00:06:21,1665461181,1665461181,73,-0.006,0,0.7,0.027,50,25,0.45,0.06,0,0,0,-1,0,0,0,-1,0.698873433,-0.100902327,0.026089682,1,62.73061973,-1.771574365,0.453803946,1,1.74394,0.046308068,0.004507461,1,1.881332547,-0.005295148,0.001197809,1,5,5,05-mai,2.94304,2.80125,0.0134122,0.0133679,0.115643,0.110269,20322.2,21316.4,23952.1,25140.8,33903.5,35716.5,43672.6,46479.6,1.97357,1.835,0.127029,0,28.9503,999.9,54.1,38.1,36.4073,63.8142,22.0393,1,0.336623,1.24802,20.3167,5.21879,11.9035,5.0051,3.29198,9999,9999,9999,999.9,1.85974,1.85473,1.85785,1.85638,1.85515,1.85471,1.85358,1.85653,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,0.7,0.027,0.542127715,0.003420174,-1.94E-06,4.55E-10,-0.049520386,0.007809048,-0.000105485,-3.48E-06,1,2154,3,28,2,2,0.262451,2.3938,1.4978,2.2998,1.54785,2.47925,40.7323,14.2896,18,503.053,478.181,27.3977,31.4001,30,31.2608,31.3687,5.30367,33.8647,0,27.3855,50,24.6467,100.988,100.729,NA,-0.659302903,0.06355728,0.021049914,1,T14b1l1
