MACHINE,Cultivar,Rep,Date,"Temp from ""termometer""",Tleaf,Photo,Ci,CO2S,Cc,Tleaf Mean ,Cond,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,TotalCV,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,,,,
IPR,548204,,07_28_2015,,30.45926094,5.041380734,124.7204701,147.0628967,299.1977235,,0.442822129,44,44,0,0,530.9499512,783.078186,691.7206421,#DIV/0!,0.321970704,0.116664652,-1,0.87,0.92,10.01441097,0.875007205,0.003948634,0.36234555,1.474862526,-1,1748.522827,0.5,89.24671294,6.620752659,1.493080988,30.45926094,2,4.644859791,1,9.289719582,27.96804237,30.45926094,26.08141518,150.0699921,147.0628967,25.90363121,29.1171608,67.66738892,76.06200409,400.0570068,1748.548706,0.04522245,98.94707489,-0.850288749,0.120887995,1,-1.355140209,7.355140209,1,0,0.159999996,111115,0.087231576,2.000285034,0.006620753,303.6092609,301.1180424,279.7677867,-0.166995263,4.374138878,44.20685385,15.08969305,29.21365166,4.071763,0.42267411,2.88105789,1.19070511,0.265910506,12.3407257,0.848075707,66.17884457,146.3302735,0.022799981,0,1529.992717,252.1282349,0.116664652,#DIV/0!,,,,
IPR,548204,,07_28_2015,,30.32822037,2.000927941,89.49285719,98.62042236,218.7298231,,0.482816095,45,45,0,0,538.1281738,774.5751953,696.1121216,#DIV/0!,0.305260255,0.101298201,-1,0.87,0.92,10.01441097,0.875007205,0.001961118,0.33184209,1.439387925,-1,1748.83728,0.5,77.50554392,6.76247394,1.404266897,30.32822037,2,4.644859791,1,9.289719582,27.94105911,30.32822037,26.07159233,99.9541626,98.62042236,26.4042778,29.68469429,69.08272552,77.66543579,400.0548096,1748.800293,0.005776334,98.94549561,-0.672309875,0.188620999,1,-1.355140209,7.355140209,1,0,0.159999996,111115,0.086954169,2.000274048,0.006762474,303.4782204,301.0910591,279.8080406,-0.186734411,4.341433685,43.87702197,14.19232768,29.13463974,4.053213018,0.45896237,2.937166788,1.11604623,0.28890328,8.854915108,0.907447515,68.0782478,98.32964365,0.013853367,0,1530.212857,236.4470215,0.101298201,#DIV/0!,,,,
IPR,548204,,07_28_2015,,30.21203613,-1.17130921,53.22247605,50.48493576,135.9844632,,0.50378575,46,46,0,0,543.4665527,757.0914307,705.6104736,#DIV/0!,0.28216523,0.067998335,-1,0.87,0.92,10.01441097,0.875007205,-0.000111841,0.240987649,1.393078243,-1,1750.481201,0.5,52.07596976,6.703463294,1.336896271,30.21203613,2,4.644859791,1,9.289719582,27.84854889,30.21203613,25.98235893,50.06854248,50.48493576,26.8231163,30.07366371,70.55989075,79.11065674,400.0474243,1750.521729,0.006381809,98.94765472,-0.539415538,0.268539578,1,-1.355140209,7.355140209,1,0,0.159999996,111115,0.076160915,2.000237122,0.006703463,303.3620361,300.9985489,280.0834703,-0.174029308,4.312614764,43.58481033,13.51114662,29.03029251,4.028827891,0.477870608,2.975718493,1.053109398,0.300894126,5.266239184,1.054224894,69.47060515,50.65515268,-0.016063827,0,1531.719126,213.6248779,0.067998335,#DIV/0!,,,,
IPR,548204,,07_28_2015,,30.09511948,16.77799563,328.4049875,390.3354797,779.0674797,,0.518333059,47,47,0,0,522.517334,806.0168457,682.211792,#DIV/0!,0.351729016,0.153601075,-1,0.87,0.92,10.01441097,0.875007205,0.011606908,0.436702882,1.542564798,-1,1750.217773,0.5,117.6164258,6.595093874,1.28013949,30.09511948,2,4.644859791,1,9.289719582,27.75319672,30.09511948,25.87986755,400.010376,390.3354797,27.16194153,30.35896492,71.84276581,80.2988205,400.0517273,1750.469849,0.04252648,98.93759918,-0.481259704,0.379534483,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.080623135,2.000258636,0.006595094,303.2451195,300.9031967,280.0751695,-0.153874272,4.283782593,43.29782235,12.93885743,28.9241581,4.004156438,0.490940347,3.003643103,1.000513335,0.309186563,32.49160103,0.841340346,70.61362486,387.897269,0.030543012,0,1531.673731,283.4995117,0.153601075,#DIV/0!,,,,
IPR,548204,,07_28_2015,,30.24904823,22.73934226,499.6365107,586.7383423,1192.242921,,0.504809691,48,48,0,0,525.8388672,840.5621338,684.5819702,#DIV/0!,0.374419991,0.185566489,-1,0.87,0.92,10.01441097,0.875007205,0.015508478,0.495610526,1.598516554,-1,1749.26709,0.5,142.0160107,6.480244475,1.289298153,30.24904823,2,4.644859791,1,9.289719582,27.82766342,30.24904823,25.95351601,600.0059814,586.7383423,27.51062775,30.6506958,72.44869232,80.71799469,400.0945435,1749.39502,0.006931946,98.93671417,-0.575967968,0.411792904,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.086970396,2.000472717,0.006480244,303.3990482,300.9776634,279.9031969,-0.138246307,4.321777283,43.68223989,13.03154409,29.03835583,4.030707653,0.478791817,3.03247913,0.998228523,0.301478501,49.43239465,0.851549106,70.61275948,583.4338171,0.027521334,0,1530.733247,314.7232666,0.185566489,#DIV/0!,,,,
IPR,548204,,07_28_2015,,30.55624771,24.55732727,677.2461924,785.2337646,1631.722163,,0.447237989,49,49,0,0,522.4440918,840.1469116,683.5354614,#DIV/0!,0.378151506,0.186409601,-1,0.87,0.92,10.01441097,0.875007205,0.01669653,0.492949513,1.608108743,-1,1749.511963,0.5,142.6812239,6.061915135,1.352709731,30.55624771,2,4.644859791,1,9.289719582,27.88047409,30.55624771,26.01329613,799.8908081,785.2337646,27.84710693,30.78443146,73.11063385,80.82237244,400.0444946,1749.353516,0.039885871,98.93875122,-0.8890661,0.419865459,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,0.093739226,2.000222473,0.006061915,303.7062477,301.0304741,279.8965562,-0.076987871,4.398482936,44.45662475,13.67219329,29.2183609,4.072870943,0.426695451,3.045773205,1.027097738,0.268457206,67.00589255,0.862477167,69.51159681,781.6650464,0.021838242,0,1530.696931,317.7028198,0.186409601,#DIV/0!,,,,
IPR,548204,,07_28_2015,,30.96131134,26.5411114,843.7475557,983.9230957,2043.016111,,0.372131139,50,50,0,0,527.2285156,835.3241577,680.1090088,#DIV/0!,0.368833631,0.18581427,-1,0.87,0.92,10.01441097,0.875007205,0.018004663,0.503788849,1.58436832,-1,1748.192383,0.5,142.1182731,5.449577385,1.449378131,30.96131134,2,4.644859791,1,9.289719582,27.93842697,30.96131134,26.0722065,999.8720093,983.9230957,28.20809174,30.84839058,73.80738068,80.71580505,400.0658264,1748.174683,0.078011319,98.93734741,-1.178021789,0.413255244,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,0.059175398,2.000329132,0.005449577,304.1113113,301.088427,279.707943,0.013104877,4.501436067,45.49784469,14.64945411,29.44986916,4.127662997,0.357798317,3.052057936,1.075605061,0.224868959,83.47814505,0.857534049,67.81333439,980.0660901,0.018364489,0,1529.665444,308.0956421,0.18581427,#DIV/0!,,,,
MACHINE,Cultivar,Rep,Date,"Temp from ""termometer""",Tleaf,Photo,Ci,CO2S,Cc,Tleaf Mean ,Cond,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,TotalCV,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,,,,
BERN2,548205,1,07_24_2015,24,24.80910873,23.33134424,314.4712057,386.8460999,727.8496537,25.13062973,0.611600616,31,31,0,0,420.2382813,772.3010254,602.1344604,#DIV/0!,0.45586207,0.220337096,-1,0.87,0.92,10.10303593,0.875051518,0.015879558,0.483341585,1.837769332,-1,1749.972534,0.5,168.7028735,8.14938523,1.373816807,24.80910873,2,4.644859791,1,9.289719582,22.91987038,24.80910873,20.94279289,400.0830994,386.8460999,13.84234047,17.84283257,48.93094635,63.07218933,400.1496277,1751.031982,1.639011979,99.19126129,4.557898045,-0.521758318,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000748138,0.008149385,297.9591087,296.0698704,280.1651109,-0.401984162,3.143669874,31.6930124,13.85017983,23.86448956,2.970681656,0.573822289,1.769853067,1.200828589,0.361851952,31.19279553,0.812910369,57.95702753,383.4555438,0.035263941,0,1532.243194,352.0627441,0.220337096,#DIV/0!,,,,,
BERN2,548205,,07_24_2015,,24.87216377,17.47500899,233.3821437,290.2292175,539.7678369,,0.579249546,32,32,0,0,408.1540527,704.911377,565.7678223,#DIV/0!,0.420985295,0.197391558,-1,0.87,0.92,10.10303593,0.875051518,0.012076677,0.468879934,1.727071855,-1,1748.500977,0.5,151.0073479,7.877166053,1.397617306,24.87216377,2,4.644859791,1,9.289719582,22.89433289,24.87216377,20.9432869,300.1056824,290.2292175,13.85390759,17.72107697,49.05130005,62.74344254,400.1673279,1748.250122,1.653838396,99.19865417,4.475837708,-0.519832015,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000836639,0.007877166,298.0221638,296.0443329,279.7200133,-0.359777337,3.155524292,31.81015224,14.08907528,23.88324833,2.974034214,0.545251057,1.757906985,1.216127229,0.343681645,23.15119457,0.804130424,57.24976064,287.6897155,0.034774969,0,1529.808923,296.7573242,0.197391558,#DIV/0!,,,,,
BERN2,548205,,07_24_2015,,24.93897629,12.41636992,176.1631643,218.0751495,409.366986,,0.559615341,33,33,0,0,398.753418,659.6972046,545.4107666,#DIV/0!,0.395550845,0.173240749,-1,0.87,0.92,10.10303593,0.875051518,0.008769862,0.437973402,1.654398871,-1,1748.213745,0.5,132.5098647,7.729888678,1.416786029,24.93897629,2,4.644859791,1,9.289719582,22.8802166,24.93897629,20.94357109,225.1233215,218.0751495,13.85912418,17.65429497,49.11341476,62.56259155,400.162384,1748.270508,1.660920858,99.20201874,3.995473385,-0.506048262,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.00081192,0.007729889,298.0889763,296.0302166,279.723275,-0.337468384,3.168127729,31.93612156,14.28182659,23.90959644,2.978748722,0.527819354,1.7513417,1.227407022,0.332603645,17.47574153,0.80780944,56.74847197,216.2707787,0.032579992,0,1529.826762,260.9437866,0.173240749,#DIV/0!,,,,,
BERN2,548205,,07_24_2015,,25.04175568,6.816453984,121.9039708,145.9388123,287.7187921,,0.5488446,34,34,0,0,393.6899414,630.2671509,540.4437256,#DIV/0!,0.375360209,0.142516432,-1,0.87,0.92,10.10303593,0.875051518,0.005105415,0.379679114,1.600922667,-1,1751.779175,0.5,109.2315071,7.699823466,1.437198508,25.04175568,2,4.644859791,1,9.289719582,22.89778137,25.04175568,20.94538116,149.9073639,145.9388123,13.86504364,17.64556694,49.08010483,62.46257401,400.1539001,1749.62561,1.588820934,99.19790649,3.631123304,-0.502049029,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000769501,0.007699823,298.1917557,296.0477814,279.9400914,-0.33519262,3.187601807,32.13376088,14.48819394,23.96976852,2.989539913,0.518227288,1.750403299,1.239136613,0.326510373,12.0926187,0.835308777,56.34139901,144.948232,0.026495567,0,1531.012546,236.5772095,0.142516432,#DIV/0!,,,,,
BERN2,548205,,07_24_2015,,25.06639481,2.810711283,87.46366475,98.22343445,211.6323837,,0.551613107,35,35,0,0,393.265625,614.807373,542.5410767,#DIV/0!,0.360343349,0.117542989,-1,0.87,0.92,10.10303593,0.875051518,0.002488461,0.326197193,1.563338705,-1,1752.108765,0.5,90.10759943,7.747754746,1.439181269,25.06639481,2,4.644859791,1,9.289719582,22.90584755,25.06639481,20.94525719,100.0085602,98.22343445,13.86961842,17.67346382,49.07046509,62.52840424,400.1647949,1750.013916,1.734358549,99.19416809,3.279945374,-0.505139112,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000823975,0.007747755,298.2163948,296.0558475,280.0022203,-0.344154586,3.19228581,32.18219247,14.50872865,23.98612118,2.992478479,0.520694833,1.753104541,1.239373938,0.328077685,8.675885463,0.890456185,56.3558882,97.81497645,0.016193853,0,1531.352334,221.541748,0.117542989,#DIV/0!,,,,,
BERN2,548205,,07_24_2015,,25.04030991,-1.52628483,53.75771322,50.43516922,138.2099951,,0.565506957,36,36,0,0,396.7058105,608.8074951,547.7418823,#DIV/0!,0.348388754,0.100303648,-1,0.87,0.92,10.10303593,0.875051518,-0.000343446,0.28790725,1.534657368,-1,1748.118652,0.5,76.71693839,7.872641554,1.428429324,25.04030991,2,4.644859791,1,9.289719582,22.90902138,25.04030991,20.94315338,49.8707962,50.43516922,13.86734295,17.73221779,49.05201721,62.72297668,400.1703796,1751.170532,1.818481088,99.19220734,3.064845324,-0.487635195,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000851898,0.007872642,298.1903099,296.0590214,280.1872789,-0.364100587,3.187327147,32.13283818,14.40062039,23.97466564,2.990419658,0.533057361,1.758897823,1.231521835,0.335931811,5.332346235,1.065877523,56.67551195,50.65697188,-0.017076223,0,1532.364432,212.1016846,0.100303648,#DIV/0!,,,,,
BERN2,548205,,07_24_2015,,24.95015144,20.52711487,320.1920046,388.3929749,749.1622242,,0.576593267,37,37,0,0,396.1374512,637.1066895,528.1847534,#DIV/0!,0.37822431,0.170963416,-1,0.87,0.92,10.10303593,0.875051518,0.014042605,0.452015937,1.608297038,-1,1752.188843,0.5,131.0652996,7.931989113,1.41333054,24.95015144,2,4.644859791,1,9.289719582,22.91475677,24.95015144,20.94310951,400.1919556,388.3929749,13.81710243,17.7112236,48.8599472,62.63031387,400.167511,1751.880737,1.787706971,99.19752502,4.811225891,-0.52050674,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000837555,0.007931989,298.1001514,296.0647568,280.3009117,-0.369751295,3.170240087,31.95886274,14.24763914,23.93245411,2.982843971,0.542896809,1.756909547,1.225934424,0.342185147,31.76225439,0.824402153,56.95514725,385.4099349,0.03033458,0,1532.985898,240.9692383,0.170963416,#DIV/0!,,,,,
BERN2,548205,,07_24_2015,,25.14993286,24.99664097,493.8777391,585.2191162,1172.202745,,0.535658279,38,38,0,0,393.878418,647.4266357,526.8864136,#DIV/0!,0.391624632,0.186183601,-1,0.87,0.92,10.10303593,0.875051518,0.016964052,0.475413407,1.643722038,-1,1751.098145,0.5,142.644667,7.681315535,1.467069478,25.14993286,2,4.644859791,1,9.289719582,22.92560959,25.14993286,20.94389153,599.9594727,585.2191162,13.77938366,17.55120277,48.69752121,62.02745056,400.1517029,1751.273682,1.743897796,99.20357513,5.239933968,-0.52733922,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000758514,0.007681316,298.2999329,296.0756096,280.2037828,-0.334558774,3.208211541,32.33967664,14.78847386,24.03777122,3.001776568,0.506455352,1.741142063,1.260634505,0.319034852,48.9944374,0.843919355,55.65832337,581.586556,0.023921996,0,1532.454693,253.5482178,0.186183601,#DIV/0!,,,,,
BERN2,548205,,07_24_2015,,25.61888313,26.91714706,659.6487976,783.8375244,1581.829126,,0.425705167,39,39,0,0,389.7050781,649.121521,524.2677002,#DIV/0!,0.399642339,0.192342754,-1,0.87,0.92,10.10303593,0.875051518,0.018216468,0.481287228,1.665673755,-1,1751.459351,0.5,147.3939027,6.758155757,1.605653583,25.61888313,2,4.644859791,1,9.289719582,22.94228745,25.61888313,20.94151688,799.9385376,783.8375244,13.7478466,17.06797028,48.53846359,60.26057434,400.1542358,1751.351196,1.827385068,99.20652771,5.257341385,-0.533268332,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000771179,0.006758156,298.7688831,296.0922874,280.2161851,-0.1924869,3.298907649,33.25292927,16.18495899,24.28058529,3.045827511,0.407051851,1.693254066,1.352573445,0.256020015,65.44146671,0.841563177,52.25923581,779.9258726,0.018035939,0,1532.522523,259.4164429,0.192342754,#DIV/0!,,,,,
BERN2,548205,,07_24_2015,,25.81862068,28.10334348,830.6539131,982.9425049,2006.376424,,0.365361189,40,40,0,0,390.6496582,642.661377,521.9078979,#DIV/0!,0.392137645,0.187895964,-1,0.87,0.92,10.10303593,0.875051518,0.018990681,0.47915819,1.645109277,-1,1751.249634,0.5,143.9690491,6.108230642,1.680334376,25.81862068,2,4.644859791,1,9.289719582,22.93664742,25.81862068,20.94466019,999.9891968,982.9425049,13.7101078,16.7119503,48.4201088,59.02173996,400.1642456,1751.333008,1.813282132,99.20314789,5.14689827,-0.520697594,1,-1.355140209,7.355140209,1,0,0.159999996,111115,2.000821228,0.006108231,298.9686207,296.0866474,280.213275,-0.087386985,3.338212453,33.6502674,16.9383171,24.37763405,3.063591388,0.351535432,1.657878077,1.405713311,0.220911335,82.40348299,0.845068668,50.31737936,978.8584727,0.014446282,0,1532.506607,252.0117188,0.187895964,#DIV/0!,,,,,
MACHINE,Cultivar,Rep,Date,"Temp from ""termometer""",Tleaf,Photo,Ci,CO2S,Cc,Tleaf Mean ,Cond,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,TotalCV,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,,,,
IGB,548205,2,07_28_2015,28.7,28.86188889,18.18869956,310.072703,389.2386475,729.7100086,28.93580875,0.444290303,11,11,0,0,728.0605469,1249.201172,1021.559082,#DIV/0!,0.417179104,0.182230128,-1,0.87,0.92,9.859189987,0.874929595,0.012536125,0.436815092,1.715792975,-1,1749.480591,0.5,139.4673089,8.377972769,1.897081241,28.86188889,2,4.644859791,1,9.289719582,26.08697701,28.86188889,24.42592621,399.9531555,389.2386475,17.030159,21.1266861,49.73631287,61.70015717,400.3866577,1749.480591,15.76384735,99.05300903,-4.024775028,-0.019734615,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.107108593,2.001933289,0.008377973,302.0118889,299.236977,279.9168883,-0.486959896,3.98974307,40.27886794,19.15218184,27.47443295,3.680112878,0.42401152,2.092661829,1.587451049,0.266757448,30.71363425,0.79661335,53.18394078,386.5954305,0.025022197,0,1530.672345,521.140625,0.182230128,#DIV/0!,,,,
IGB,548205,,07_28_2015,,28.88767433,14.53744661,227.8792319,291.4793396,533.3544632,,0.436552976,12,12,0,0,727.9003906,1217.689819,1000.788574,#DIV/0!,0.402228401,0.178125202,-1,0.87,0.92,9.859189987,0.874929595,0.010151093,0.44284591,1.672879744,-1,1749.418579,0.5,136.3208282,8.257588547,1.901229385,28.88767433,2,4.644859791,1,9.289719582,26.08967781,28.88767433,24.42536163,299.943573,291.4793396,17.1088562,21.14654922,49.95452499,61.74380493,400.3756104,1749.418579,14.03925323,99.04579163,-2.828203678,-0.016938442,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.719692349,2.001878052,0.008257589,302.0376743,299.2396778,279.9069664,-0.466907322,3.995706093,40.34200775,19.19545853,27.48867607,3.683181662,0.416958779,2.094476708,1.588704954,0.262291557,22.57047892,0.781802347,53.11231638,289.3667298,0.026683008,0,1530.618089,489.7894287,0.178125202,#DIV/0!,,,,
IGB,548205,,07_28_2015,,28.69845772,10.81650927,173.2201503,218.7519226,406.0091025,,0.456216551,13,13,0,0,726.3378906,1181.324585,995.7862549,#DIV/0!,0.385149603,0.157059569,-1,0.87,0.92,9.859189987,0.874929595,0.007716306,0.407788475,1.626411895,-1,1750.276489,0.5,120.2580539,8.379736159,1.850194911,28.69845772,2,4.644859791,1,9.289719582,26.06147766,28.69845772,24.42660332,225.0722046,218.7519226,17.1247139,21.22273445,50.08217239,62.06706238,400.2857056,1750.276489,16.12897682,99.04161835,-2.06835103,-0.02251162,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,0.868281126,2.001428528,0.008379736,301.8484577,299.2114777,280.044232,-0.480238952,3.952128876,39.90371868,18.68098423,27.37996769,3.659816078,0.43486062,2.101933966,1.557882113,0.273629158,17.15600401,0.791856584,53.969474,217.1800466,0.026879141,0,1531.3687,454.9866943,0.157059569,#DIV/0!,,,,
IGB,548205,,07_28_2015,,28.63657188,6.236301866,121.5604831,146.4819641,288.3104531,,0.498643141,14,14,0,0,727.0070801,1161.24353,998.0620117,#DIV/0!,0.373940899,0.140523081,-1,0.87,0.92,9.859189987,0.874929595,0.004719994,0.375789546,1.597293289,-1,1752.274414,0.5,107.7191441,8.87353834,1.800058467,28.63657188,2,4.644859791,1,9.289719582,26.12409401,28.63657188,24.42420387,150.2471161,146.4819641,17.24906731,21.58671379,50.25765228,62.89601898,400.3086853,1752.274414,16.71541977,99.03814697,-1.486481547,-0.028298898,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.046512365,2.001543427,0.008873538,301.7865719,299.274094,280.3639,-0.560067766,3.9379666,39.76211914,18.17540535,27.38033295,3.659894369,0.47324104,2.137908133,1.521986236,0.297957586,12.03912499,0.829866556,55.24542287,145.5756927,0.023666529,0,1533.116743,434.2364502,0.140523081,#DIV/0!,,,,
IGB,548205,,07_28_2015,,28.50065994,2.739787119,87.41140189,98.32868958,211.6790369,,0.557085688,15,15,0,0,729.5964355,1144.75354,1003.923889,#DIV/0!,0.362660686,0.123021809,-1,0.87,0.92,9.859189987,0.874929595,0.00244193,0.339220139,1.569022934,-1,1750.41333,0.5,94.20323799,9.429631011,1.722188316,28.50065994,2,4.644859791,1,9.289719582,26.16056061,28.50065994,24.42713356,100.1608887,98.32868958,17.45398331,22.06152344,50.74284744,64.13805389,400.282959,1750.41333,16.72602654,99.03353882,-1.202563882,-0.029609533,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,3.490579844,2.001414795,0.009429631,301.6506599,299.3105606,280.0661266,-0.651060877,3.907019054,39.45147371,17.38995028,27.33061028,3.649250058,0.525568414,2.184830738,1.46441932,0.331173592,8.656660462,0.888971492,57.09484585,97.93053842,0.015973334,0,1531.488426,415.1571045,0.123021809,#DIV/0!,,,,
IGB,548205,,07_28_2015,,28.4760704,-0.843480578,51.23460588,50.28135681,130.1952161,,0.605193361,16,16,0,0,736.9155273,1136.100342,1020.354248,#DIV/0!,0.351364047,0.101880168,-1,0.87,0.92,9.859189987,0.874929595,0.000102328,0.289956155,1.541696843,-1,1748.243652,0.5,77.91744877,9.889444319,1.670288014,28.4760704,2,4.644859791,1,9.289719582,26.20286369,28.4760704,24.42727089,50.10837173,50.28135681,17.70047951,22.53022575,51.32884216,65.33441162,400.2956848,1748.243652,15.07493496,99.02939606,-1.076247454,-0.039596219,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,44.44198608,2.001478424,0.009889444,301.6260704,299.3528637,279.7189781,-0.730268344,3.901442664,39.39681367,16.86658791,27.33946705,3.651144079,0.568178482,2.231154649,1.41998943,0.358261402,5.073732077,1.0189583,58.52211184,50.40393304,-0.009793336,0,1529.590111,399.1848145,0.101880168,#DIV/0!,,,,
IGB,548205,,07_28_2015,,28.52920341,18.64918254,326.7123998,388.842041,770.1580432,,0.602323913,17,17,0,0,722.2507324,1173.249268,969.3455811,#DIV/0!,0.384401293,0.173794003,-1,0.87,0.92,9.859189987,0.874929595,0.012841276,0.452116073,1.62443486,-1,1748.892822,0.5,132.9661496,9.809132571,1.663798288,28.52920341,2,4.644859791,1,9.289719582,26.21291733,28.52920341,24.4238224,400.0650635,388.842041,17.92900467,22.71844673,51.95854568,65.83842468,400.309021,1748.892822,16.59091187,99.02536774,-4.19699955,-0.035090107,0.75,-1.355140209,7.355140209,1,0,0.159999996,111125,1.406428456,2.001545105,0.009809133,301.6792034,299.3629173,279.8228453,-0.717745509,3.91350083,39.52018477,16.80173804,27.37106037,3.657907303,0.565648569,2.249702542,1.408204761,0.356652096,32.35281554,0.840218817,58.79200043,386.1319058,0.028395031,0,1530.158089,450.9985352,0.173794003,#DIV/0!,,,,
IGB,548205,,07_28_2015,,28.94999886,21.09762413,500.4805249,586.7910767,1198.457252,,0.502859108,18,18,0,0,717.3762207,1168.711548,966.7072754,#DIV/0!,0.386181969,0.172843567,-1,0.87,0.92,9.859189987,0.874929595,0.014434872,0.447570266,1.629147321,-1,1749.683716,0.5,132.2987927,8.879218736,1.784964242,28.94999886,2,4.644859791,1,9.289719582,26.19859314,28.94999886,24.4255085,599.9347534,586.7910767,18.13677216,22.47322464,52.59966278,65.17610168,400.3121948,1749.683716,15.52726936,99.01502228,-6.928490639,-0.026178498,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.645155907,2.001560974,0.008879219,302.0999989,299.3485931,279.9493883,-0.574038732,4.010151081,40.50043103,18.02720639,27.574296,3.701676195,0.47703677,2.225186838,1.476489356,0.30036519,49.55509032,0.852910933,56.40177699,583.7251292,0.020385339,0,1530.850065,451.3353271,0.172843567,#DIV/0!,,,,
IGB,548205,,07_28_2015,,29.56513596,23.13336406,664.2027089,785.7064209,1602.673362,,0.391922232,19,19,0,0,715.3181152,1157.688477,965.0916748,#DIV/0!,0.382115198,0.166363236,-1,0.87,0.92,9.859189987,0.874929595,0.015761465,0.435374561,1.618424659,-1,1750.040771,0.5,127.3645715,7.712867607,1.96574881,29.56513596,2,4.644859791,1,9.289719582,26.19693184,29.56513596,24.42223167,800.2915039,785.7064209,18.34365654,22.1118145,53.20565796,64.13517761,400.3187866,1750.040771,16.58380699,99.01646423,-10.05919456,-0.0209022,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.900657773,2.001593933,0.007712868,302.715136,299.3469318,280.0065172,-0.39779168,4.1551825,41.96456147,19.85274697,27.8810339,3.768600757,0.376056841,2.189433689,1.579167068,0.236411235,65.76700377,0.845357364,53.10427139,782.3446357,0.015702548,0,1531.162463,442.3703613,0.166363236,#DIV/0!,,,,
